total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
2.14577e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
8.41618e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.291667,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000142097,0,9.53674e-07,0,9.53674e-07,2,2.14577e-06,2,9.53674e-07,2,0,0,0,0,0,0.01,0.226667,1,2,0,170,1,0,8,0,0,0,1,0:1;1:1;
0.000198126,0,9.53674e-07,0,9.53674e-07,4,3.09944e-06,3,1.90735e-06,3,9.53674e-07,0,1.19209e-06,0,0,0.01,0.218333,1,3,0,330,2,0,16,0,0,0,1,0:1;1:2;
0.000251055,0,9.53674e-07,0,9.53674e-07,5,4.05312e-06,4,2.86102e-06,4,9.53674e-07,0,1.19209e-06,0,0,0.01,0.151667,1,4,0,490,3,0,32,0,0,0,1,0:1;1:3;
0.000774145,0,9.53674e-07,0,0.000128508,640,6.8903e-05,339,5.76973e-05,338,5.10216e-05,0,5.36442e-05,0,0,0.01,0.143333,1,338,0,53930,337,0,4096,0,0,0,1,0:1;1:337;
0.0312161,0.031074,9.53674e-07,0.031069,0.00508761,24761,0.00459099,21121,0.00680065,20629,0.00402808,1,0.00439191,0,0,0.01,0.143333,1,20629,1,3300490,20628,1,262144,0,0,0,1,1:20628;
0.0329881,0.031074,9.53674e-07,0.031069,0.00508761,24761,0.00459099,21121,0.00680065,20629,0.00402808,1,0.00439191,0,0,0.01,0.143333,1,20629,1,3299914,20628,1,262144,0,0,0,1,1:20616;
0.19067,0.188661,2.98023e-05,0.188642,0.0311964,144786,0.0274465,124059,0.0403039,120934,0.0236702,6,0.0301316,0,0,0.02,0.143333,1,120934,6,19348714,120928,1,1048576,0,0,0,1,1:20611;2:100305;
0.64981,0.188661,2.98023e-05,0.188642,0.0311964,144786,0.0274465,124059,0.0403039,120934,0.0236702,6,0.0301316,0,0,0.02,0.143333,1,120922,6,19347370,120928,1,1048576,0,0,0,1,1:20611;2:100305;
0.650068,0.188661,2.98023e-05,0.188642,0.0311964,144786,0.0274465,124059,0.0403039,120934,0.0236702,6,0.0301316,0,0,0.02,0.143333,1,120922,6,19347372,120928,1,1048576,0,0,0,1,1:20611;2:100305;
