total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
9.53674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
5.29289e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.291667,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000108957,0,9.53674e-07,0,9.53674e-07,2,9.53674e-07,2,9.53674e-07,2,0,0,0,0,0,0.01,0.226667,1,2,0,170,1,0,8,0,0,0,1,0:1;1:1;
0.000155926,0,9.53674e-07,0,9.53674e-07,4,1.90735e-06,3,1.90735e-06,3,0,0,0,0,0,0.01,0.218333,1,3,0,330,2,0,16,0,0,0,1,0:1;1:2;
0.000204086,0,9.53674e-07,0,9.53674e-07,5,2.86102e-06,4,1.90735e-06,4,1.19209e-06,0,9.53674e-07,0,0,0.01,0.151667,1,4,0,490,3,0,32,0,0,0,1,0:1;1:3;
0.000680923,0,9.53674e-07,0,0.000129223,640,5.98431e-05,339,5.79357e-05,338,3.55244e-05,0,4.36306e-05,0,0,0.01,0.143333,1,338,0,53930,337,0,4096,0,0,0,1,0:1;1:337;
0.027787,0.0276761,9.53674e-07,0.0276728,0.00488353,24761,0.00385976,21121,0.0061686,20629,0.00353742,1,0.00371504,0,0,0.01,0.143333,1,20629,1,3300490,20628,1,262144,0,0,0,1,1:20628;
0.0293491,0.0276761,9.53674e-07,0.0276728,0.00488353,24761,0.00385976,21121,0.0061686,20629,0.00353742,1,0.00371504,0,0,0.01,0.143333,1,20629,1,3299914,20628,1,262144,0,0,0,1,1:20616;
0.159262,0.157501,2.88486e-05,0.157485,0.0262506,144786,0.0218215,124059,0.0335894,120934,0.0199354,6,0.0243015,0,0,0.02,0.143333,1,120934,6,19348714,120928,1,1048576,0,0,0,1,1:20611;2:100305;
0.585596,0.157501,2.88486e-05,0.157485,0.0262506,144786,0.0218215,124059,0.0335894,120934,0.0199354,6,0.0243015,0,0,0.02,0.143333,1,120922,6,19347370,120928,1,1048576,0,0,0,1,1:20611;2:100305;
0.585756,0.157501,2.88486e-05,0.157485,0.0262506,144786,0.0218215,124059,0.0335894,120934,0.0199354,6,0.0243015,0,0,0.02,0.143333,1,120922,6,19347372,120928,1,1048576,0,0,0,1,1:20611;2:100305;
