total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
9.53674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
2.40803e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.441667,0,1,0,8,1,0,8,0,0,0,1,0:1;
4.60148e-05,0,9.53674e-07,0,9.53674e-07,2,9.53674e-07,2,0,2,9.53674e-07,0,0,0,0,0.01,0.26,1,2,0,170,1,0,8,0,0,0,1,0:1;1:1;
8.29697e-05,0,9.53674e-07,0,6.91414e-06,28,1.90735e-06,23,5.96046e-06,23,5.96046e-06,0,9.53674e-07,0,0,0.01,0.235,1,23,0,3530,22,0,256,0,0,0,1,0:1;1:22;
0.00562215,0.0055809,9.53674e-07,0.00557709,0.000792503,4822,0.000879765,4798,0.0012188,4798,0.000787497,1,0.000815392,0,0,0.01,0.235,1,4798,1,767530,4797,1,65536,0,0,0,1,1:4797;
0.00640416,0.0055809,9.53674e-07,0.00557709,0.000792503,4822,0.000879765,4798,0.0012188,4798,0.000787497,1,0.000815392,0,0,0.01,0.235,1,4798,1,767482,4797,1,65536,0,0,0,1,1:4796;
0.128342,0.12734,0.000118017,0.127299,0.0184844,103992,0.0187569,103421,0.0250304,103327,0.0184903,23,0.0222642,0,0,0.02,0.235,1,103327,23,16532122,103304,1,1048576,0,0,0,1,1:4774;2:98529;
0.437461,0.12734,0.000118017,0.127299,0.0184844,103992,0.0187569,103421,0.0250304,103327,0.0184903,23,0.0222642,0,0,0.02,0.235,1,103326,23,16532010,103304,1,1048576,0,0,0,1,1:4774;2:98529;
0.437598,0.12734,0.000118017,0.127299,0.0184844,103992,0.0187569,103421,0.0250304,103327,0.0184903,23,0.0222642,0,0,0.02,0.235,1,103326,23,16532012,103304,1,1048576,0,0,0,1,1:4774;2:98529;
