total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
9.53674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
4.98295e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.458333,0,1,0,8,1,0,8,0,0,0,1,0:1;
9.98974e-05,0,0,0,9.53674e-07,2,0,2,0,2,9.53674e-07,0,1.19209e-06,0,0,0.01,0.243333,1,2,0,170,1,0,8,0,0,0,1,0:1;1:1;
0.000492811,0,0,0,8.44002e-05,519,5.10216e-05,300,4.98295e-05,300,4.14848e-05,0,4.36306e-05,0,0,0.01,0.235,1,300,0,47850,299,0,4096,0,0,0,1,0:1;1:299;
0.000720024,0,0,0,0.000115871,724,8.34465e-05,497,7.55787e-05,496,6.58035e-05,0,6.29425e-05,0,0,0.01,0.218333,1,496,0,79210,495,0,4096,0,0,0,1,0:1;1:495;
0.000780821,0,0,0,0.000117779,729,8.34465e-05,502,7.55787e-05,501,6.79493e-05,0,6.38962e-05,0,0,0.01,0.21,1,501,0,80010,500,0,4096,0,0,0,1,0:1;1:500;
0.000846863,0,0,0,0.000121832,751,8.55923e-05,524,8.05855e-05,523,7.08103e-05,0,6.77109e-05,0,0,0.01,0.21,1,523,0,83530,522,0,8192,0,0,0,1,0:1;1:522;
0.028842,0.0287399,0,0.0287352,0.00437164,24763,0.00404811,22480,0.00653124,22302,0.00412059,1,0.00401711,0,0,0.01,0.21,1,22302,1,3568170,22301,1,262144,0,0,0,1,1:22301;
0.03057,0.0287399,0,0.0287352,0.00437164,24763,0.00404811,22480,0.00653124,22302,0.00412059,1,0.00401711,0,0,0.01,0.21,1,22302,1,3567882,22301,1,262144,0,0,0,1,1:22295;
0.031213,0.0287399,5.00679e-06,0.0287352,0.00449443,25492,0.00414419,22975,0.00659728,22793,0.00419235,1,0.00409698,0,0,0.02,0.203333,2,22793,1,3646448,22791,1,262144,0,0,0,1,1:22295;2:491;
0.0612478,0.059334,5.00679e-06,0.0593243,0.00891066,49418,0.00837898,44677,0.0134292,44466,0.00818634,2,0.00902462,0,0,0.02,0.203333,2,44466,2,7114126,44464,1,524288,0,0,0,1,1:22294;2:22164;
0.0647359,0.059334,5.00679e-06,0.0593243,0.00891066,49418,0.00837898,44677,0.0134292,44466,0.00818634,2,0.00902462,0,0,0.02,0.203333,2,44466,2,7113310,44464,1,524288,0,0,0,1,1:22277;2:22164;
0.161068,0.155523,3.71933e-05,0.1555,0.0222909,122691,0.0222232,110528,0.0350122,110177,0.0207641,5,0.0252733,0,0,0.02,0.203333,2,110177,5,17627068,110172,1,1048576,0,0,0,1,1:22274;2:87875;
0.561191,0.155523,3.71933e-05,0.1555,0.0222909,122691,0.0222232,110528,0.0350122,110177,0.0207641,5,0.0252733,0,0,0.02,0.203333,2,110154,5,17624492,110172,1,1048576,0,0,0,1,1:22274;2:87875;
0.561438,0.155523,3.71933e-05,0.1555,0.0222909,122691,0.0222232,110528,0.0350122,110177,0.0207641,5,0.0252733,0,0,0.02,0.203333,2,110154,5,17624496,110172,1,1048576,0,0,0,1,1:22274;2:87875;
