total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
9.53674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
7.29561e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0916667,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000260115,0,9.53674e-07,0,2.90871e-05,130,2.21729e-05,129,1.88351e-05,129,1.43051e-05,0,3.24249e-05,0,0,0.001,0.0843333,1,129,0,20490,128,0,1024,0,0,0,1,0:1;1:128;
0.04403,0.043905,9.53674e-07,0.0439,0.00679946,28373,0.00542617,26996,0.00867343,26997,0.00781345,1,0.0095017,0,0,0.001,0.0843333,1,26997,1,4319370,26996,1,262144,0,0,0,1,1:26996;
0.0477791,0.043905,9.53674e-07,0.0439,0.00679946,28373,0.00542617,26996,0.00867343,26997,0.00781345,1,0.0095017,0,0,0.001,0.0843333,1,26997,1,4319178,26996,1,262144,0,0,0,1,1:26992;
0.363209,0.356082,8.41618e-05,0.356045,0.0587482,255203,0.0487483,242280,0.0763762,242280,0.0594933,9,0.0641987,0,0,0.002,0.077,2,242280,9,38764464,242270,1,2097152,0,0,0,1,1:26984;2:215283;
0.402218,0.398144,8.41618e-05,0.3981,0.0660293,280017,0.0537324,265263,0.0847714,265264,0.0663543,10,0.070462,0,0,0.002,0.077,2,265264,10,42441902,265254,1,4194304,0,0,0,1,1:26983;2:238267;
0.446311,0.398144,8.41618e-05,0.3981,0.0660293,280017,0.0537324,265263,0.0847714,265264,0.0663543,10,0.070462,0,0,0.002,0.077,2,265264,10,41949806,265254,1,4194304,0,0,0,1,1:25863;2:229135;
1.49412,1.4454,0.000351429,1.44526,0.250735,1095629,0.197521,1009135,0.317499,1009136,0.220367,39,0.2478,0,0,0.002,0.077,2,1009136,39,160969324,1009097,1,8388608,0,0,0,1,1:25834;2:973007;
5.96724,1.4454,0.000351429,1.44526,0.250735,1095629,0.197521,1009135,0.317499,1009136,0.220367,39,0.2478,0,0,0.002,0.077,2,998880,39,159820652,1009097,1,8388608,0,0,0,1,1:25834;2:973007;
5.97138,1.4454,0.000351429,1.44526,0.250735,1095629,0.197521,1009135,0.317499,1009136,0.220367,39,0.2478,0,0,0.002,0.077,2,998880,39,159820656,1009097,1,8388608,0,0,0,1,1:25834;2:973007;
