total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
8.10623e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
5.00679e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.291667,0,1,0,8,1,0,8,0,0,0,1,0:1;
8.79765e-05,0,1.90735e-06,0,2.86102e-06,2,0,2,9.53674e-07,2,0,0,1.19209e-06,0,0,0.01,0.226667,1,2,0,170,1,0,8,0,0,0,1,0:1;1:1;
0.000117064,0,1.90735e-06,0,4.05312e-06,4,9.53674e-07,3,1.90735e-06,3,0,0,2.14577e-06,0,0,0.01,0.218333,1,3,0,330,2,0,16,0,0,0,1,0:1;1:2;
0.000143051,0,1.90735e-06,0,5.24521e-06,5,9.53674e-07,4,2.86102e-06,4,0,0,2.14577e-06,0,0,0.01,0.151667,1,4,0,490,3,0,32,0,0,0,1,0:1;1:3;
0.000628948,0,1.90735e-06,0,8.9407e-05,352,7.53403e-05,335,7.96318e-05,334,7.1764e-05,0,7.03335e-05,0,0,0.01,0.143333,1,334,0,53290,333,0,4096,0,0,0,1,0:1;1:333;
0.00778508,0.00770617,1.90735e-06,0.00769997,0.00135136,4875,0.00126171,4842,0.00155234,4816,0.00112295,1,0.00115395,0,0,0.01,0.143333,1,4816,1,770410,4815,1,65536,0,0,0,1,1:4815;
0.00822401,0.00770617,1.90735e-06,0.00769997,0.00135136,4875,0.00126171,4842,0.00155234,4816,0.00112295,1,0.00115395,0,0,0.01,0.143333,1,4816,1,769834,4815,1,65536,0,0,0,1,1:4803;
0.18564,0.18486,0.000221729,0.184775,0.0317216,102298,0.0281134,100891,0.035418,100795,0.027312,22,0.0353093,0,0,0.02,0.143333,1,100795,22,16126474,100773,1,1048576,0,0,0,1,1:4782;2:95979;
0.733829,0.18486,0.000221729,0.184775,0.0317216,102298,0.0281134,100891,0.035418,100795,0.027312,22,0.0353093,0,0,0.02,0.143333,1,100783,22,16125130,100773,1,1048576,0,0,0,1,1:4782;2:95979;
0.734011,0.18486,0.000221729,0.184775,0.0317216,102298,0.0281134,100891,0.035418,100795,0.027312,22,0.0353093,0,0,0.02,0.143333,1,100783,22,16125132,100773,1,1048576,0,0,0,1,1:4782;2:95979;
