total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
2.14577e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
7.70092e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0833333,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.026943,0,0,0,0.00348854,22783,0.00417423,21796,0.00634456,21481,0.00376701,0,0.00403118,0,0,0.01,0.0766667,1,21481,0,3436810,21480,0,262144,0,0,0,1,0:1;1:21480;
0.0303321,0.0302031,0,0.0301988,0.00386,24918,0.00460625,23931,0.00711465,23617,0.00421357,1,0.00449848,0,0,0.01,0.0766667,1,23617,1,3778570,23616,1,262144,0,0,0,1,1:23616;
0.032917,0.0302031,0,0.0301988,0.00386,24918,0.00460625,23931,0.00711465,23617,0.00421357,1,0.00449848,0,0,0.01,0.0766667,1,23617,1,3704458,23616,1,262144,0,0,0,1,1:22072;
1.35581,1.3527,0.00031805,1.35255,0.184365,1269511,0.211886,1123378,0.302716,1003418,0.166497,52,0.216377,0,0,0.02,0.0766667,1,1003418,52,160472618,1003366,1,8388608,0,0,0,1,1:22021;2:979801;
5.19996,1.3527,0.00031805,1.35255,0.184365,1269511,0.211886,1123378,0.302716,1003418,0.166497,52,0.216377,0,0,0.02,0.0766667,1,1001874,52,160299690,1003366,1,8388608,0,0,0,1,1:22021;2:979801;
5.20044,1.3527,0.00031805,1.35255,0.184365,1269511,0.211886,1123378,0.302716,1003418,0.166497,52,0.216377,0,0,0.02,0.0766667,1,1001874,52,160299692,1003366,1,8388608,0,0,0,1,1:22021;2:979801;
