total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
9.53674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
6.38962e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.445255,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000103951,0,0,0,9.53674e-07,1,0,1,0,1,0,0,0,0,0,0.01,0.345766,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000138998,0,0,0,9.53674e-07,2,9.53674e-07,2,0,1,0,0,0,0,0,0.01,0.199781,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000174999,0,0,0,1.90735e-06,4,9.53674e-07,3,1.19209e-06,2,0,0,0,0,0,0.01,0.177883,1,2,0,170,1,0,8,0,0,0,1,0:1;1:1;
0.000245094,0,0,0,1.40667e-05,30,1.90735e-06,24,5.72205e-06,23,3.09944e-06,0,5.72205e-06,0,0,0.01,0.104891,1,23,0,3530,22,0,256,0,0,0,1,0:1;1:22;
0.00688195,0,0,0,0.00142193,7740,0.000957251,6047,0.00122786,5876,0.000790834,0,0.000947952,0,0,0.01,0.0975912,1,5876,0,940010,5875,0,65536,0,0,0,1,0:1;1:5875;
0.00693202,0,0,0,0.00142193,7741,0.000957251,6048,0.00122786,5877,0.000791788,0,0.000948906,0,0,0.01,0.0756934,1,5877,0,940170,5876,0,65536,0,0,0,1,0:1;1:5876;
0.00696707,0,0,0,0.00142288,7743,0.000957251,6050,0.00122786,5878,0.000791788,0,0.000950098,0,0,0.01,0.0610949,1,5878,0,940330,5877,0,65536,0,0,0,1,0:1;1:5877;
0.00700593,0,0,0,0.00142288,7753,0.000959158,6055,0.00122881,5883,0.000791788,0,0.00095129,0,0,0.01,0.0391971,1,5883,0,941130,5882,0,65536,0,0,0,1,0:1;1:5882;
0.0227849,0.0226831,0,0.02268,0.00423908,25982,0.00294471,18205,0.00477433,17430,0.00323653,1,0.0031383,0,0,0.01,0.0391971,1,17430,1,2788650,17429,1,262144,0,0,0,1,1:17429;
0.024421,0.0226831,0,0.02268,0.00423908,25982,0.00294471,18205,0.00477433,17430,0.00323653,1,0.0031383,0,0,0.01,0.0391971,1,17430,1,2693274,17429,1,262144,0,0,0,1,1:15442;
1.35422,1.35148,0.000483036,1.35136,0.289355,1966387,0.1791,1197572,0.263536,1007015,0.15078,80,0.194487,0,0,0.02,0.0391971,1,1007007,77,161026170,1006930,1,8388608,0,0,0,1,1:15363;2:989585;
4.30127,1.35148,0.000483036,1.35136,0.289355,1966387,0.1791,1197572,0.263536,1007015,0.15078,80,0.194487,0,0,0.02,0.0391971,1,1005025,77,160804186,1006930,1,8388608,0,0,0,1,1:15363;2:989585;
4.30453,1.35148,0.000483036,1.35136,0.289355,1966387,0.1791,1197572,0.263536,1007015,0.15078,80,0.194487,0,0,0.02,0.0391971,1,1005025,77,160804188,1006930,1,8388608,0,0,0,1,1:15363;2:989585;
