total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
4.91142e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.306569,0,1,0,8,1,0,8,0,0,0,1,0:1;
8.10623e-05,0,9.53674e-07,0,2.14577e-06,2,0,1,0,1,0,0,0,0,0,0.01,0.185182,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000108957,0,9.53674e-07,0,2.14577e-06,4,0,2,0,2,9.53674e-07,0,0,0,0,0.01,0.134088,1,2,0,170,1,0,8,0,0,0,1,0:1;1:1;
0.000144958,0,9.53674e-07,0,3.09944e-06,16,4.05312e-06,13,1.90735e-06,13,3.09944e-06,0,9.53674e-07,0,0,0.01,0.0829927,1,13,0,1930,12,0,128,0,0,0,1,0:1;1:12;
0.000211954,0,9.53674e-07,0,1.28746e-05,71,1.16825e-05,56,7.62939e-06,54,9.53674e-06,0,2.86102e-06,0,0,0.01,0.0683942,1,54,0,8490,53,0,512,0,0,0,1,0:1;1:53;
0.00354695,0,9.53674e-07,0,0.000858784,4744,0.000475883,2932,0.000558615,2719,0.000427246,0,0.000418186,0,0,0.01,0.0610949,1,2719,0,434890,2718,0,32768,0,0,0,1,0:1;1:2718;
0.0122631,0,9.53674e-07,0,0.00319982,16030,0.00145769,9734,0.00201607,9127,0.00178742,0,0.00158787,0,0,0.01,0.0537956,1,9127,0,1460170,9126,0,131072,0,0,0,1,0:1;1:9126;
0.019845,0.019767,9.53674e-07,0.019763,0.00435042,25981,0.00243545,17774,0.0038228,16959,0.00298452,1,0.00256109,0,0,0.01,0.0537956,1,16959,1,2713290,16958,1,262144,0,0,0,1,1:16958;
0.021457,0.019767,9.53674e-07,0.019763,0.00435042,25981,0.00243545,17774,0.0038228,16959,0.00298452,1,0.00256109,0,0,0.01,0.0537956,1,16959,1,2690394,16958,1,262144,0,0,0,1,1:16481;
1.07523,1.07306,0.000403404,1.07297,0.240815,1912877,0.134427,1100069,0.209202,1004150,0.125094,77,0.152833,0,0,0.0345985,0.0537956,1,1004149,77,160640842,1004072,1,8388608,0,0,0,1,1:16405;2:987191;
3.75072,1.07306,0.000403404,1.07297,0.240815,1912877,0.134427,1100069,0.209202,1004150,0.125094,77,0.152833,0,0,0.0345985,0.0537956,1,1003673,77,160587530,1004072,1,8388608,0,0,0,1,1:16405;2:987191;
3.75089,1.07306,0.000403404,1.07297,0.240815,1912877,0.134427,1100069,0.209202,1004150,0.125094,77,0.152833,0,0,0.0345985,0.0537956,1,1003673,77,160587532,1004072,1,8388608,0,0,0,1,1:16405;2:987191;
