total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
9.53674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
4.91142e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.189781,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.00012207,0,0,0,1.52588e-05,41,1.19209e-05,39,0,38,5.96046e-06,0,1.19209e-06,0,0,0.01,0.185182,1,38,0,5930,37,0,512,0,0,0,1,0:1;1:37;
0.000211954,0,0,0,2.43187e-05,102,1.85966e-05,100,1.38283e-05,99,1.09673e-05,0,1.50204e-05,0,0,0.01,0.185182,1,99,0,15690,98,0,1024,0,0,0,1,0:1;1:98;
0.000261068,0,0,0,3.21865e-05,121,1.97887e-05,119,1.69277e-05,118,1.09673e-05,0,1.50204e-05,0,0,0.01,0.177883,1,118,0,18730,117,0,1024,0,0,0,1,0:1;1:117;
0.00088191,0,0,0,0.00023365,1235,8.15392e-05,568,7.60555e-05,567,7.00951e-05,0,0.000106335,0,0,0.01,0.163285,1,567,0,90570,566,0,8192,0,0,0,1,0:1;1:566;
0.000966072,0,0,0,0.000254154,1335,8.46386e-05,608,8.39233e-05,607,7.67708e-05,0,0.000113487,0,0,0.01,0.155985,1,607,0,96970,606,0,8192,0,0,0,1,0:1;1:606;
0.0151391,0,0,0,0.0025177,18361,0.00210214,15224,0.00272441,14728,0.00231004,0,0.0024004,0,0,0.01,0.148686,1,14728,0,2356330,14727,0,131072,0,0,0,1,0:1;1:14727;
0.0223961,0.022315,0,0.022311,0.00361848,25980,0.00311232,22051,0.00426245,21339,0.00349522,1,0.00351644,0,0,0.01,0.148686,1,21339,1,3414090,21338,1,262144,0,0,0,1,1:21338;
0.027597,0.022315,0,0.022311,0.00361848,25980,0.00311232,22051,0.00426245,21339,0.00349522,1,0.00351644,0,0,0.01,0.148686,1,21339,1,3351978,21338,1,262144,0,0,0,1,1:20044;
0.14256,0.119246,2.7895e-05,0.119172,0.02491,192233,0.0190549,137543,0.027992,124959,0.0162792,7,0.0212734,0,0,0.0491971,0.144088,2,124959,7,19931184,124951,1,1048576,0,0,0,1,1:20038;2:103620;
0.145696,0.140325,2.7895e-05,0.140251,0.0253232,195293,0.019454,140570,0.0288131,127975,0.016629,8,0.0218186,0,0,0.0491971,0.144088,2,127975,8,20413742,127967,1,1048576,0,0,0,1,1:20037;2:106636;
0.157678,0.140325,2.7895e-05,0.140251,0.0253232,195293,0.019454,140570,0.0288131,127975,0.016629,8,0.0218186,0,0,0.0491971,0.144088,2,127975,8,19754078,127967,1,1048576,0,0,0,1,1:18519;2:94411;
0.157857,0.140325,3.29018e-05,0.140251,0.025336,195406,0.0194657,140671,0.0288243,128075,0.0166481,8,0.0218511,0,0,0.0564964,0.136788,2,128075,8,19770080,128066,1,1048576,0,0,0,1,1:18519;2:94511;
0.17286,0.140325,3.29018e-05,0.140251,0.0279577,215733,0.0217316,157433,0.0316534,142281,0.0186207,8,0.0239573,0,0,0.0564964,0.129489,2,142281,8,22043040,142272,1,2097152,0,0,0,1,1:18519;2:108717;
0.175941,0.158531,3.29018e-05,0.158448,0.0283954,218880,0.0221436,160512,0.0323613,145282,0.0189695,9,0.0245028,0,0,0.0564964,0.129489,2,145282,9,22523198,145273,1,2097152,0,0,0,1,1:18518;2:111718;
0.191614,0.158531,3.29018e-05,0.158448,0.0283954,218880,0.0221436,160512,0.0323613,145282,0.0189695,9,0.0245028,0,0,0.0564964,0.129489,2,145281,9,21284654,145273,1,2097152,0,0,0,1,1:15413;2:89021;
1.15032,1.11677,0.000417233,1.11659,0.234866,1859378,0.142344,1054499,0.221455,1002986,0.131196,75,0.163411,0,0,0.0418978,0.129489,2,1002973,75,158515948,1002899,1,8388608,0,0,0,1,1:15347;2:946725;
3.53171,1.11677,0.000417233,1.11659,0.234866,1859378,0.142344,1054499,0.221455,1002986,0.131196,75,0.163411,0,0,0.0418978,0.129489,2,962146,75,153943324,1002899,1,8388608,0,0,0,1,1:15347;2:946725;
3.53413,1.11677,0.000417233,1.11659,0.234866,1859378,0.142344,1054499,0.221455,1002986,0.131196,75,0.163411,0,0,0.0418978,0.129489,2,962146,75,153943328,1002899,1,8388608,0,0,0,1,1:15347;2:946725;
