total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
9.53674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
3.79086e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0437956,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.00132895,0,9.53674e-07,0,0.000392199,1909,0.000188828,1357,0.000166416,1196,0.000128269,0,0.000148773,0,0,0.01,0.0391971,1,1196,0,191210,1195,0,16384,0,0,0,1,0:1;1:1195;
0.00136399,0,9.53674e-07,0,0.000392199,1912,0.000188828,1358,0.000166416,1197,0.000129223,0,0.000148773,0,0,0.01,0.0318978,1,1197,0,191370,1196,0,16384,0,0,0,1,0:1;1:1196;
0.0139091,0.013839,9.53674e-07,0.0138359,0.00349569,25982,0.00180864,12225,0.00249505,11731,0.00191116,1,0.00131774,0,0,0.01,0.0318978,1,11731,1,1876810,11730,1,131072,0,0,0,1,1:11730;
0.0149291,0.013839,9.53674e-07,0.0138359,0.00349569,25982,0.00180864,12225,0.00249505,11731,0.00191116,1,0.00131774,0,0,0.01,0.0318978,1,11731,1,1837306,11730,1,131072,0,0,0,1,1:10907;
1.2228,1.22106,0.000595808,1.22093,0.311939,2798598,0.146277,1117119,0.208515,1007812,0.131735,112,0.1609,0,0,0.02,0.0318978,1,1007796,111,161208538,1007685,1,8388608,0,0,0,1,1:10796;2:996081;
3.66717,1.22106,0.000595808,1.22093,0.311939,2798598,0.146277,1117119,0.208515,1007812,0.131735,112,0.1609,0,0,0.02,0.0318978,1,1006988,111,161118042,1007685,1,8388608,0,0,0,1,1:10796;2:996081;
3.66741,1.22106,0.000595808,1.22093,0.311939,2798598,0.146277,1117119,0.208515,1007812,0.131735,112,0.1609,0,0,0.02,0.0318978,1,1006988,111,161118044,1007685,1,8388608,0,0,0,1,1:10796;2:996081;
