total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
1.90735e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
5.38826e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.306569,0,1,0,8,1,0,8,0,0,0,1,0:1;
9.70364e-05,0,0,0,9.53674e-07,2,1.19209e-06,1,0,1,0,0,0,0,0,0.01,0.185182,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000133991,0,0,0,1.90735e-06,4,1.19209e-06,2,9.53674e-07,2,0,0,0,0,0,0.01,0.134088,1,2,0,170,1,0,8,0,0,0,1,0:1;1:1;
0.000181913,0,0,0,6.91414e-06,16,5.96046e-06,13,1.90735e-06,13,0,0,0,0,0,0.01,0.0829927,1,13,0,1930,12,0,128,0,0,0,1,0:1;1:12;
0.000262976,0,0,0,1.33514e-05,71,2.00272e-05,56,7.86781e-06,54,7.86781e-06,0,4.05312e-06,0,0,0.01,0.0683942,1,54,0,8490,53,0,512,0,0,0,1,0:1;1:53;
0.00311899,0,0,0,0.000663042,4744,0.000398636,2932,0.000497341,2719,0.000321627,0,0.000367165,0,0,0.01,0.0610949,1,2719,0,434890,2718,0,32768,0,0,0,1,0:1;1:2718;
0.01018,0,0,0,0.00219893,16030,0.00130796,9734,0.0019753,9127,0.00116348,0,0.00127649,0,0,0.01,0.0537956,1,9127,0,1460170,9126,0,131072,0,0,0,1,0:1;1:9126;
0.0201218,0.0200238,0,0.020021,0.00390339,25981,0.00252533,17774,0.00431275,16959,0.00282264,1,0.00265622,0,0,0.01,0.0537956,1,16959,1,2713290,16958,1,262144,0,0,0,1,1:16958;
0.0215728,0.0200238,0,0.020021,0.00390339,25981,0.00252533,17774,0.00431275,16959,0.00282264,1,0.00265622,0,0,0.01,0.0537956,1,16959,1,2690394,16958,1,262144,0,0,0,1,1:16481;
1.16638,1.16439,0.0003829,1.16429,0.242063,1912877,0.149767,1100069,0.232136,1004150,0.136253,77,0.169659,0,0,0.0345985,0.0537956,1,1004149,77,160640842,1004072,1,8388608,0,0,0,1,1:16405;2:987191;
3.86132,1.16439,0.0003829,1.16429,0.242063,1912877,0.149767,1100069,0.232136,1004150,0.136253,77,0.169659,0,0,0.0345985,0.0537956,1,1003673,77,160587530,1004072,1,8388608,0,0,0,1,1:16405;2:987191;
3.86156,1.16439,0.0003829,1.16429,0.242063,1912877,0.149767,1100069,0.232136,1004150,0.136253,77,0.169659,0,0,0.0345985,0.0537956,1,1003673,77,160587532,1004072,1,8388608,0,0,0,1,1:16405;2:987191;
