total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
4.60148e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.350365,0,1,0,8,1,0,8,0,0,0,1,0:1;
8.29697e-05,0,0,0,2.14577e-06,2,0,1,0,1,0,0,0,0,0,0.01,0.141387,1,1,0,10,1,0,8,0,0,0,1,0:1;
0.000114918,0,0,0,2.14577e-06,4,9.53674e-07,2,0,2,9.53674e-07,0,1.19209e-06,0,0,0.01,0.090292,1,2,0,170,1,0,8,0,0,0,1,0:1;1:1;
0.000157833,0,0,0,4.29153e-06,16,3.09944e-06,13,1.90735e-06,13,2.86102e-06,0,4.05312e-06,0,0,0.01,0.0391971,1,13,0,1930,12,0,128,0,0,0,1,0:1;1:12;
0.00282097,0,0,0,0.000849485,4330,0.000328064,2293,0.000344038,2066,0.000297785,0,0.0003407,0,0,0.01,0.0318978,1,2066,0,330410,2065,0,32768,0,0,0,1,0:1;1:2065;
0.00286102,0,0,0,0.000849485,4332,0.000329256,2294,0.000344992,2067,0.000297785,0,0.0003407,0,0,0.01,0.0245985,1,2067,0,330570,2066,0,32768,0,0,0,1,0:1;1:2066;
0.0122008,0.0121229,0,0.0121191,0.00347137,25982,0.00141692,10536,0.00177407,8772,0.00150084,1,0.0014143,0,0,0.01,0.0245985,1,8772,1,1403370,8771,1,131072,0,0,0,1,1:8771;
0.0133169,0.0121229,0,0.0121191,0.00347137,25982,0.00141692,10536,0.00177407,8772,0.00150084,1,0.0014143,0,0,0.01,0.0245985,1,8772,1,1352730,8771,1,131072,0,0,0,1,1:7716;
4.75999,4.75626,0.00227141,4.75368,2.34493,23621457,0.994738,7838341,0.00177407,8772,0.00150084,1000,0.0014143,0,0,0.02,0.0245985,1,7494,1,1273532,7493,1,131072,0,0,0,1,1:6717;
9.46916,9.4629,0.0045433,9.45783,4.71966,47743253,1.9401,15336747,0.00177407,8772,0.00150084,2000,0.0014143,0,0,0.02,0.0245985,1,6141,1,1185996,6140,1,131072,0,0,0,1,1:5717;
13.7882,13.7797,0.0065372,13.7723,6.89887,72006237,2.82842,23082327,0.00177407,8772,0.00150084,3000,0.0014143,0,0,0.02,0.0245985,1,4862,1,1106748,4861,1,131072,0,0,0,1,1:4717;
18.6229,18.6123,0.00843072,18.6026,9.24057,95720296,3.89949,31440216,0.00177407,8772,0.00150084,4000,0.0014143,0,0,0.02,0.0245985,1,3732,1,1044188,3731,1,131072,0,0,0,1,1:3717;
23.2869,23.2742,0.0101156,23.2622,11.5414,119220978,4.88593,39313165,0.00177407,8772,0.00150084,5000,0.0014143,0,0,0.02,0.0245985,1,2725,1,995404,2724,1,131072,0,0,0,1,1:2717;
27.7853,27.7709,0.0115945,27.7569,13.7158,142578003,5.85946,47423662,0.00177407,8772,0.00150084,6000,0.0014143,0,0,0.02,0.0245985,1,1718,1,946620,1717,1,131072,0,0,0,1,1:1717;
32.2421,32.226,0.0129631,32.2102,15.8751,165842391,6.81506,55447667,0.00177407,8772,0.00150084,7000,0.0014143,0,0,0.02,0.0245985,1,718,1,898620,717,1,131072,0,0,0,1,1:717;
35.4729,35.4557,0.0138056,35.4386,17.4448,182596003,7.50511,61192326,0.00177407,8772,0.00150084,7717,0.0014143,0,0,0.02,0.0245985,1,0,1,864202,0,0,131072,0,0,0,1,
35.4749,35.4557,0.0138056,35.4386,17.4448,182596003,7.50511,61192326,0.00177407,8772,0.00150084,7717,0.0014143,0,0,0.02,0.0245985,1,0,1,864202,0,0,131072,0,0,0,1,
35.4752,35.4557,0.0138056,35.4386,17.4448,182596003,7.50511,61192326,0.00177407,8772,0.00150084,7717,0.0014143,0,0,0.02,0.0245985,1,0,1,864204,0,0,131072,0,0,0,1,
