total_time,evaluate_children_time,node_select_time,rule_evaluation_time,lower_bound_time,lower_bound_num,objective_time,objective_num,tree_insertion_time,tree_insertion_num,queue_insertion_time,evaluate_children_num,permutation_map_insertion_time,permutation_map_insertion_num,permutation_map_memory,current_lower_bound,tree_min_objective,tree_prefix_length,tree_num_nodes,tree_num_evaluated,tree_memory,queue_size,queue_min_length,queue_memory,pmap_size,pmap_null_num,pmap_discard_num,log_remaining_space_size,prefix_lengths
9.53674e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
7.79629e-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.233577,0,1,0,8,1,0,8,0,0,0,1,0:1;
0.000273943,0,0,0,3.02792e-05,123,2.19345e-05,121,2.59876e-05,121,2.02656e-05,0,2.67029e-05,0,0,0.01,0.228978,1,121,0,19210,120,0,1024,0,0,0,1,0:1;1:120;
0.000319004,0,0,0,3.02792e-05,125,2.19345e-05,123,2.59876e-05,123,2.02656e-05,0,2.88486e-05,0,0,0.01,0.21438,1,123,0,19530,122,0,1024,0,0,0,1,0:1;1:122;
0.000387907,0,0,0,3.62396e-05,148,2.38419e-05,146,3.17097e-05,146,2.36034e-05,0,3.69549e-05,0,0,0.01,0.20708,1,146,0,23210,145,0,2048,0,0,0,1,0:1;1:145;
0.00256801,0,0,0,0.000509739,2215,0.00033927,1892,0.000392199,1847,0.000249624,0,0.000359535,0,0,0.01,0.177883,1,1847,0,295370,1846,0,16384,0,0,0,1,0:1;1:1846;
0.033232,0.033113,0,0.0331089,0.00495052,25978,0.00455928,24293,0.0077033,24169,0.00495028,1,0.0047121,0,0,0.01,0.177883,1,24169,1,3866890,24168,1,262144,0,0,0,1,1:24168;
0.0350821,0.033113,0,0.0331089,0.00495052,25978,0.00455928,24293,0.0077033,24169,0.00495028,1,0.0047121,0,0,0.01,0.177883,1,24169,1,3855034,24168,1,262144,0,0,0,1,1:23921;
1.43047,1.42807,0.000356197,1.42797,0.227006,1250607,0.19152,1049422,0.325174,1016005,0.168001,55,0.22789,0,0,0.100292,0.177883,1,1016005,55,162548794,1015950,1,8388608,0,0,0,1,1:23867;2:991836;
4.88712,1.42807,0.000356197,1.42797,0.227006,1250607,0.19152,1049422,0.325174,1016005,0.168001,55,0.22789,0,0,0.100292,0.177883,1,1015758,55,162521130,1015950,1,8388608,0,0,0,1,1:23867;2:991836;
4.90899,1.42807,0.000356197,1.42797,0.227006,1250607,0.19152,1049422,0.325174,1016005,0.168001,55,0.22789,0,0,0.100292,0.177883,1,1015758,55,162521132,1015950,1,8388608,0,0,0,1,1:23867;2:991836;
